北京,755.8601,777.3448,791.5197,812.8589,819.3019
天津,299.96,294.7801,286.0447,269.478,259.9869
河北省,656.1583,638.6615,,,
石家庄市,100.5628,100.3184,99.5421,91.6116,95.9653
唐山市,93.6556,89.4361,88.069,76.1383,78.6018
邯郸市,80.487,77.1689,76.0981,60.1286,62.5059
张家口市,38.063,37.6079,36.9595,31.8224,32.5875
保定市,105.7012,99.83,100.5984,74.3811,79.7026
沧州市,53.0659,52.5718,51.8892,43.4901,45.5099
秦皇岛市,33.8682,32.8441,32.4783,29.2848,28.3544
邢台市,46.0718,44.9741,44.841,35.0056,37.31
廊坊市,45.2307,44.4543,45.9488,96.0827,39.7931
承德市,29.9201,29.9368,29.6246,26.6006,26.6924
衡水市,29.532,29.5191,28.6298,22.7921,23.3148
山西省,455.4001,442.3468,,,
太原市,107.824,105.0453,104.0529,104.4066,104.0361
大同市,41.9697,40.748,40.225,39.7536,39.4612
阳泉市,28.539,27.3026,25.3662,25.4151,24.2041
长治市,44.4742,42.708,42.5665,42.9955,43.1024
晋城市,37.7019,37.2995,35.5697,35.6698,35.3285
朔州市,20.2244,19.6976,18.8946,18.5965,18.5029
忻州市,25.3964,24.5764,23.9462,23.9652,23.4135
晋中市,35.2346,35.6406,35.0489,35.1763,34.947
吕梁市,37.4838,36.1748,35.1917,34.0016,34.2274
临汾市,37.95,37.1749,36.4706,36.455,36.0526
运城市,38.6021,35.9791,35.2202,34.245,34.559
内蒙古自治区,258.7985,256.5214,,,
呼伦贝尔市,38.19,37.8066,42.9966,34.5999,33.5926
通辽市,29.1821,29.3299,29.1965,26.411,24.1785
乌兰察布市（2003年前为乌兰察布盟）,16.4616,15.9918,15.7689,15.978,15.1697
鄂尔多斯市,31.1618,33.2304,31.2927,31.939,30.0322
巴彦淖尔市,15.17,14.9266,14.6378,14.0051,15.7125
呼和浩特市,42.15,41.5684,41.1435,40.2323,42.0666
包头市,40.8433,40.2221,38.8596,35.9713,34.691
乌海市,9.9779,9.498,9.3114,8.2941,7.988
赤峰市,35.6618,33.9476,33.4953,31.4015,29.686
辽宁省,658.9379,612.4086,,,
沈阳市,153.6601,146.7488,129.2643,121.0682,118.2341
大连市,121.2869,113.6838,107.7544,97.2937,98.6288
鞍山市,61.2985,55.9614,47.9003,41.7936,37.2444
抚顺市,30.7421,27.4466,24.9669,23.7029,21.5583
本溪市,32.7044,27.6433,22.7655,21.8339,20.0774
丹东市,28.7904,25.7797,22.9921,19.6639,17.5682
锦州市,32.8027,31.7006,29.2688,24.139,22.5713
营口市,27.2361,24.4473,25.6601,25.1853,22.9517
阜新市,21.4596,19.2556,15.2441,15.1617,15.6035
辽阳市,18.5393,17.3529,15.7753,16.8824,16.7768
铁岭市,25.3571,24.4774,22.8303,22.2443,18.9161
朝阳市,30.2745,26.6727,24.3395,23.0903,21.8402
盘锦市,48.3213,46.4428,44.2102,41.6888,41.3376
葫芦岛市,26.4649,24.7957,21.6868,20.1495,18.6658
吉林省,300.2152,291.3734,,,
长春市,126.84,126.0604,125.8761,125.4258,118.4062
吉林市,43.2,40.0216,39.0251,37.2286,34.1815
四平市,21.78,19.8127,19.2442,18.3024,16.3389
辽源市,13.0211,12.7528,12.7105,13.1923,8.9039
通化市,28.9585,28.066,27.4606,19.144,17.1021
白山市,18.3081,17.8344,17.0203,16.6661,14.4866
白城市,21.5924,20.7679,20.7323,20.0241,18.1326
松原市,26.5151,26.0576,26.3923,24.5339,20.8013
黑龙江省,430.8021,417.7723,,,
哈尔滨市,136.3026,133.3069,130.3974,128.0195,120.9883
齐齐哈尔市,41.5554,40.7438,37.649,36.5101,34.9287
牡丹江市,26.38,26.4769,25.3952,21.7625,19.8707
佳木斯市,17.7677,18.0105,16.6285,16.092,24.0726
鸡西市,24.5359,28.2753,25.7727,21.5311,19.2408
鹤岗市,19.9587,19.877,18.8442,18.5299,16.3914
双鸭山市,20.9345,13.7245,14.964,13.7212,22.5354
七台河市,12.6236,11.1673,8.9359,8.8453,8.8744
黑河市,31.3432,30.6539,12.0421,11.8216,22.0679
伊春市,18.38,17.398,16.9818,16.4885,16.6023
大庆市,53.0564,52.02,51.6746,50.7948,49.1708
绥化市,27.9641,26.1182,26.7482,24.7523,24.9994
上海,730.46,722.884,627.7762,632.309,640.6657
江苏省,1602.39,1547.8772,,,
南京市,230,213.0973,205.19,204.49,219.1563
无锡市,123.49,118.7899,113.34,113.085,112.3218
徐州市,107.71,104.989,99.82,97.7418,87.3579
常州市,71.74,69.8933,68.5,68.878,68.3224
苏州市,315.42,303.9299,288.69,290.9719,290.1253
南通市,221.27,209.822,205.34,209.7413,210.0398
连云港市,48.22,47.672,47.48,45.6562,47.2791
淮安市,74.27,72.516,68.75,64.533,47.1378
盐城市,87.32,89.2186,87.43,83.3912,80.447
扬州市,113.28,108.4246,102.13,98.13,97.0636
镇江市,50.73,50.4999,47.97,43.0604,38.432
泰州市,107.26,107.1718,110,114.0307,113.9614
宿迁市,51.68,51.8529,48.58,46.795,44.1158
浙江省,1126.3197,1112.9191,,,
杭州市,293.442,288.5605,290.1347,287.0218,279.1875
嘉兴市,80.0755,80.9112,80.5458,79.1343,75.2581
湖州市,49.4286,50.0579,50.2257,50.3797,47.3725
舟山市,45.2,46.6,46.99,18.3781,18.1378
金华市,96.0001,94.4277,92.6623,76.4906,86.9748
绍兴市,139.7373,138.6252,136.8251,120.2466,115.0603
温州市,104.6909,106.5635,104.6034,119.1095,107.3555
台州市,107.4306,101.1098,94.1404,101.2319,94.9538
丽水市,17.7828,18.48,18.4354,19.0208,19.0119
衢州市,20.8262,20.7503,20.6855,20.447,19.3256
宁波市,171.7057,166.833,151.8625,161.2816,150.8258
安徽省,521.7771,648.2071,,,
宣城市,16.2805,16.0428,16.2916,17.1798,20.9141
宿州市,31.9076,76.5,77.5,380.4,30.8625
