北京,21.31,19.74,19.26,,18.63
天津,49.38,46.58,42.33,,40.46
河北省,50.22,47.74,,,
石家庄市,46.76,45.08,45.45,,37.57
唐山市,57.75,55.13,55.07,,54.89
邯郸市,50.11,47.16,47.24,,45.1
张家口市,42.66,40.01,37.32,,33.74
保定市,51.5,50.02,48.37,,42.19
沧州市,51.97,49.58,49.59,,42.98
秦皇岛市,37.44,35.59,34.73,,33.14
邢台市,47.36,44.97,46.86,,40.77
廊坊市,48.06,44.56,44.07,,36.61
承德市,49.98,46.84,45.79,,36.27
衡水市,47.86,46.15,47.06,,41.02
山西省,50.01,45.15,,,
太原市,40,37.3,36.12,,37.05
大同市,44.47,41.77,36.52,,36.52
阳泉市,54.63,49.83,48.03,,47.03
长治市,58.33,51.13,50.92,,54.19
晋城市,58.76,55.4,52.88,,53.1
朔州市,54.09,45.09,43.05,,38.25
忻州市,47.54,44.7,44.11,,48.23
晋中市,47.45,43.79,42.95,,47.53
吕梁市,62.18,56.92,55.79,,61.39
临汾市,54.33,48.53,46.56,,45.89
运城市,41.34,37.52,36.31,,36.83
内蒙古自治区,49.18,47.09,,,
呼伦贝尔市,45.58,44.45,44.67,,29.25
通辽市,56.47,50.54,50.15,,26.51
乌兰察布市（2003年前为乌兰察布盟）,49.75,48.57,49.02,,40.93
鄂尔多斯市,58.1,56.79,55.71,,52.33
巴彦淖尔市,55.13,50.77,50.62,,38.07
呼和浩特市,29.31,28.06,27.87,,27.6
包头市,49.29,48.38,47.11,,41.09
乌海市,63.4,57.01,56.58,,61.94
赤峰市,48.34,47.42,47,,30.76
辽宁省,49.44,45.51,,,
沈阳市,49.88,47.77,38.79,,37.77
大连市,48.3,43.31,41.85,,42.27
鞍山市,50.56,47.19,35.84,,41.28
抚顺市,54.29,48.87,50.38,,54.82
本溪市,54.8,51.43,43.46,,45.46
丹东市,44.92,40.91,30.77,,30.56
锦州市,46.4,42.85,34.2,,34.96
营口市,50.25,48.05,40.77,,44.38
阜新市,44.69,38.21,27.17,,27.58
辽阳市,58.07,55.27,39.96,,50.68
铁岭市,41.69,31.79,32.52,,31.85
朝阳市,42.57,30.37,24.54,,28.39
盘锦市,56.7,53.48,45.52,,50.65
葫芦岛市,44.3,41.14,34.76,,42.28
吉林省,50.62,48.53,,,
长春市,52.67,50.11,49.4,,48.94
吉林市,46.95,45.42,43.02,,34.53
四平市,46.2,43.34,39.24,,27.89
辽源市,58.45,57.43,57.19,,48.68
通化市,52.95,51.14,47.7,,38.73
白山市,59.08,56.71,54.43,,45.11
白城市,46.47,45.53,44.6,,32.94
松原市,45.96,44.07,41.9,,28.4
黑龙江省,42.56,36.59,,,
哈尔滨市,33.41,32.39,31.08,,26.81
齐齐哈尔市,32.78,31.04,30.85,,26.05
牡丹江市,37.19,35.81,35.63,,34.26
佳木斯市,22.81,22.01,21.48,,19.96
鸡西市,29.75,25.96,24.27,,24.09
鹤岗市,31.38,29.88,29.91,,32.53
双鸭山市,26.16,22.77,22.09,,20.53
七台河市,40.69,36.78,36.52,,39.87
黑河市,16.09,15.17,14.95,,15.75
伊春市,23.48,18.67,19.7,,21.64
大庆市,75.53,64.88,56.07,,53.95
绥化市,26.8,26.26,25.49,,26.02
上海,34.66,31.81,29.83,,29.78
江苏省,47.87,46.78,,,
南京市,41.08,40.29,39.2,,36.83
无锡市,49.92,49.28,47.2,,47.77
徐州市,45.25,44.27,43.28,,41.63
常州市,49.13,47.71,46.46,,46.29
苏州市,50.09,48.57,47.03,,48.03
南通市,49.75,48.43,46.84,,46.85
连云港市,45.26,44.38,44.18,,43.56
淮安市,44.23,42.86,41.61,,41.88
盐城市,46.47,45.66,44.8,,44.4
扬州市,51,50.09,49.39,,47.99
镇江市,50.15,49.31,48.79,,48.8
泰州市,50.36,49.11,47.15,,47.65
宿迁市,48.34,48.51,48.49,,46.52
浙江省,48.08,45.92,44.67,,
杭州市,41.77,38.89,36.42,,33.84
嘉兴市,54.1,52.61,52.06,,53.87
湖州市,51.08,49.26,48.13,,46.84
舟山市,41.89,41.14,41.09,,32.53
金华市,47.02,45.53,44.6,,42.57
绍兴市,51.89,50.45,50.08,,48.22
温州市,47.17,43.8,41.09,,39.62
台州市,46.61,44.11,43.5,,44.77
丽水市,48.07,45.67,44.9,,41.43
衢州市,50.12,46.66,45.11,,44.99
宁波市,52.3,51.2,51.29,,51.25
安徽省,54.02,50.41,,,
宣城市,51.4,48.72,47.47,,48.71
宿州市,41.94,37.94,37.94,,36.84
滁州市,53.62,53.22,49.71,,51.62
池州市,47.14,46.14,43.77,,42.29
阜阳市,42.44,40.74,39.79,,41.9
六安市,47.47,46.08,44.27,,40.61
合肥市,55.25,52.6,50.7,,46.18
蚌埠市,51.9,47.96,43.95,,44.46
淮南市,57.42,48.09,47.17,,46.57
铜陵市,71.26,61.75,59.5,,58.25
