北京,668.3073,673.3378,681.4994,,
天津,509.94,514.98,523.51,523.86,538.55
呼伦贝尔市,129.806,129.47,129.51,129.54,129.53
兴安盟,81.9402,81.62,81.75,81.88,82.06
通辽市,158.5993,158.34,158.56,158.64,158.75
锡林郭勒盟,53.975,54.05,54.21,54.36,54.43
乌兰察布市（2003年前为乌兰察布盟）,107.956,107.48,107.22,106.97,106.61
鄂尔多斯市,114.92,115.16,115.36,115.46,115.34
巴彦淖尔市,88.2511,88.37,88.52,88.54,88.64
阿拉善盟,12.9702,13.08,13.17,13.26,13.3
呼和浩特市,154.3919,155.99,157.45,158.65,159.11
包头市,144.0695,145.68,146.93,147.7,148.1
乌海市,29.0972,29.12,29.19,29.22,29.22
赤峰市,220.9188,220.37,220.63,220.95,221.14
沈阳市,362.2,361.4,362.6,363.3,367
大连市,296.2,295.4,296,295.2,295
鞍山市,175.6,174.2,173.8,172.8,171.4
抚顺市,108.5,107.5,106.9,104.7,103.8
本溪市,76,75.5,74.9,73.5,72.7
丹东市,120.2,119.3,119.1,117.5,116.9
锦州市,153.1,151.7,151.4,148.1,147.3
营口市,118.2,117.8,117.8,117.1,116.8
阜新市,95.1,94.2,93.8,92.3,91.7
辽阳市,90.9,90.4,90.1,88.8,88.1
铁岭市,153.1,152.1,151.7,148.3,147.1
朝阳市,174.6,174.7,174.7,172.3,172
盘锦市,64.7,64.8,65,64.5,64.6
葫芦岛市,143.8,143.7,143.9,141.7,140.9
长春市,379.44,379.08,378.74,375.79,376.7
吉林市,215.3,214.63,212.54,208.27,207.33
四平市,166.29,165.06,164.54,162.11,161.48
辽源市,61.89,61.4,60.9,59.78,59.41
通化市,112.67,112.21,111.44,109.88,109.26
白山市,63.75,62.93,61.35,60.16,59.47
白城市,99.65,99.18,97.57,96.14,95.56
松原市,140.75,140.31,140.34,139,138.44
延边朝鲜族自治州,106.74,106.39,105.33,104.2,103.4
哈尔滨市,495.97,483.45,483.52,477.06,475.4
齐齐哈尔市,280.34,276.99,275.45,269.55,267.4
牡丹江市,128.74,127.86,126.33,123.98,126.3
佳木斯市,117.73,115.68,115.46,113.92,117.2
鸡西市,92.19,90.99,90.71,87.69,86.5
鹤岗市,53.45,52.8,51.79,50.55,49.5
双鸭山市,74.94,74,72.61,71.36,70.8
七台河市,45.36,42.85,40.62,39.79,39.3
黑河市,85.75,84.76,82.24,80.92,80.2
