,City,Population at Year-end (10000 persons),Natural growth rate (‰),"Number of employees at the end of the year (10,000 Yuan)",Number of the registered unemployed at the end of year,Average annual salary per urban employee ( Yuan),"Number of average employees on site (10,000 Yuan)",Population density (person / square kilometer),Per Capita GDP(yuan),Secondary industry as percentage to GDP,Service Sector as Percentage to GRP,"Total retail sales of social consumer goods (10,000 Yuan)","Government expenditure on Science (10,000 yuan)","Government expenditure on Education (10,000 yuan)",Number of secondary schools,Number of theaters,Collections of public libraries (100 people),Number of employees joining urban basic medical care system,Persons covered of unemployment insurance,"Population (registered residence population) at the end of the year (10,000)","Number of male population (registered residence population) at the end of the year (10,000)","Number of female population (registered residence population) at the end of the year (10,000)"
231,安康市,304.8,3.37,18.88042,8823.4,53578.542,17.064,129.845,33257.2,54.7775,33.0525,2604039.8,9793.2,555578.4,194.0,8.0,22.62,250226.6,96654.0,304.8,,
232,商洛市,251.942,4.773999999999999,20.49096,6385.6,46991.108,16.84,130.3,29411.4,52.68250000000001,33.364999999999995,1750401.8,8228.4,398177.2,131.0,8.0,20.535,188980.8,115151.8,251.942,,
233,延安市,235.76,6.1240000000000006,33.2282,10046.4,64955.62,26.76,63.5,58402.0,61.07250000000001,29.6325,2583687.4,22884.0,558195.0,117.2,2.0,44.75,700058.0,201286.8,235.76,,
234,榆林市,380.452,4.688,42.618840000000006,10071.8,65700.50200000001,35.75,86.1,91486.8,63.30750000000001,31.115,4358860.2,50249.4,840259.6,201.8,13.0,32.08,464370.8,239679.0,380.452,,
235,兰州市,334.92,5.43,70.42334000000002,16101.6,68900.878,62.111999999999995,266.185,62652.252,36.9425,60.67,12142349.8,49311.8,705965.4,200.6,22.0,30.79,949980.0,568577.8,334.92,,
236,天水市,369.134,7.8660000000000005,22.91822,14069.8,51529.78,18.85,256.185,17570.6,32.9775,50.55750000000001,2716580.8,11061.6,517629.0,256.0,7.0,21.83,264025.2,110093.6,369.134,,
237,张掖市,130.554,4.946000000000001,12.3285,33721.6,58605.28599999999,10.36,30.97,31423.8,28.065,47.565,1586348.4,7062.6,212829.6,65.4,6.0,99.075,156457.0,76240.6,130.554,,
238,武威市,189.78799999999998,4.322000000000001,13.00042,5776.0,55077.46599999999,12.12,56.995,24008.248,36.0725,39.82,1739652.2,63335.4,236141.4,135.6,1.0,26.66,168429.6,74843.4,189.78799999999998,,
239,定西市,302.454,6.364,15.0483,6418.8,45774.9,14.482000000000001,153.595,11539.6,22.73,54.07000000000001,1161486.0,9168.6,432691.6,251.6,9.0,24.545,189881.4,87685.2,302.454,,
240,庆阳市,268.562,8.26,17.481900000000003,16071.6,61641.314000000006,16.188,98.175,28305.974,52.7175,34.92,2213515.0,12785.4,407443.0,166.8,6.0,26.435,170424.2,82712.6,268.562,,
241,西宁市,203.954,5.954,34.35812,23243.0,66338.61600000001,31.811999999999998,263.66,51792.4,45.48,51.135,5028518.0,18546.4,437797.6,137.2,12.0,76.41499999999998,249084.75,191644.2,204.04856,102.39914,101.64942
242,银川市,188.24599999999998,7.827999999999999,52.67026,29172.0,72011.938,34.906,207.755,75289.6,50.735,45.5425,4978671.8,60156.8,325692.4,78.4,17.0,219.06,880110.8,468432.0,188.24599999999998,110.18936000000001,109.01274
243,固原市,151.014,9.46,6.7816,3465.6,69216.032,6.0520000000000005,116.245,20077.8,27.0175,52.4375,651016.2,6678.8,329010.0,68.0,10.0,38.73,94531.2,61934.0,151.014,62.73468,59.86826
244,乌鲁木齐市,249.34599999999998,4.372,72.02188000000002,33753.2,73310.07800000001,79.084,193.615,75917.0,31.4875,67.4425,12258549.8,93956.0,726372.0,153.4,4.0,86.97,1331813.8,809163.4,249.298,125.72399999999999,
245,大兴安岭地区,,,,,,,,,,,,,,,,,,,45.83512,23.244,22.5707
246,恩施土家族苗族自治州,,,,,,,,,,,,,,,,,,,403.568075,,
247,阿坝藏族羌族自治州,,,,,,,,,,,,,,,,,,,91.48,46.58,44.9
248,凉山彝族自治州,,,,,,,,,,,,,,,,,,,515.06,265.38,249.68
249,黔南布依族苗族自治州,,,,,,,,,,,,,,,,,,,416.24421999999987,238.992,198.80599999999998
250,黔东南苗族侗族自治州,,,,,,,,,,,,,,,,,,,474.86952,231.648,221.67
251,黔西南布依族苗族自治州,,,,,,,,,,,,,,,,,,,357.3924,185.66400000000002,171.73200000000003
252,文山壮族苗族自治州,,,,,,,,,,,,,,,,,,,362.22,189.30376,172.91624
253,楚雄彝族自治州,,,,,,,,,,,,,,,,,,,273.84000000000003,140.18865999999997,133.65134
254,大理白族自治州,,,,,,,,,,,,,,,,,,,356.34599999999995,180.62506,175.71493999999996
255,德宏傣族景颇族自治州,,,,,,,,,,,,,,,,,,,129.24,66.63319999999999,62.6068
256,玉树藏族自治州,,,,,,,,,,,,,,,,,,,40.48468,20.2875,20.19718
257,昌吉回族自治州,,,,,,,,,,,,,,,,,,,140.124,70.77000000000002,
258,喀什地区,,,,,,,,,,,,,,,,,,,455.712,229.868,
259,延边朝鲜族自治州,,,,,,,,,,,,,,,,,,,,105.212,106.586
260,湘西土家族苗族自治州,,,,,,,,,,,,,,,,,,,,136.43800000000002,127.13600000000001
