,number of cases,City,location_ENG,Population at Year-end (10000 persons),Natural growth rate (‰),"Number of employees at the end of the year (10,000 Yuan)",Average annual salary per urban employee ( Yuan),Population density (person / square kilometer),Per Capita GDP(yuan),Secondary industry as percentage to GDP,Service Sector as Percentage to GRP,Number of theaters,Collections of public libraries (100 people),province
137,3,铜仁市,"('Tongren', 'Guizhou')",476.30276190476195,12.043333333333335,41.9099838095238,69297.40847619048,326.2426190476191,40686.1619047619,39.30952380952381,46.48757936507936,11.476190476190476,71.60571428571428,Guizhou
138,3,阜新市,"('Fuxin', 'Liaoning')",188.09400000000002,-3.736,17.3449,49514.562000000005,183.49,26954.8,34.4125,43.78,3.0,25.165,Liaoning
139,3,马鞍山市,"(""Ma'anshan"", 'Anhui')",228.54,4.032,23.7012,67635.628,563.385,68826.0,56.9975,37.5675,4.0,50.3,Anhui
140,3,黔东南苗族侗族自治州,"('Qiandongnan', 'Guizhou')",481.65658503401363,12.717809523809525,44.95876149659863,68395.41997278911,338.3587074829932,42572.042176870746,40.81017006802722,46.325447845804995,12.544217687074829,79.12010204081632,Guizhou
141,3,黔南布依族苗族自治州,"('Qiannan', 'Guizhou')",481.65658503401363,12.717809523809525,44.95876149659863,68395.41997278911,338.35870748299317,42572.042176870746,40.81017006802722,46.32544784580499,12.544217687074829,79.12010204081632,Guizhou
142,4,上饶市,"('Shangrao', 'Jiangxi')",780.3,11.47,43.52288,54197.45,339.41,26851.25,48.0625,39.005,20.0,23.815,Jiangxi
143,4,南平市,"('Nanping', 'Fujian')",319.812,7.431999999999999,24.79508,60015.575999999994,121.615,54936.25,43.1725,36.335,8.0,64.835,Fujian
144,4,南阳市,"('Nanyang', 'Henan')",740.2721145427554,8.068781736268594,75.77160685638282,50853.60674779187,765.1560705559001,47143.20463310175,49.185938200889865,39.64053208206065,11.03661222725804,25.851675699272178,Henan
145,4,大庆市,"('Daqing', 'Heilongjiang')",274.69599999999997,-2.568,51.34332000000001,74261.65400000001,129.83499999999998,110327.4,62.6075,31.0075,21.0,92.48,Heilongjiang
146,4,娄底市,"('Loudi', 'Hunan')",450.92,7.504,29.434360000000005,50108.032,550.2049999999998,35281.0,49.36749999999999,37.21,4.0,21.005,Hunan
147,4,宝鸡市,"('Baoji', 'Shaanxi')",474.77428946,4.125701579999999,62.7409616972,57278.086049480014,337.88415645,52864.476526,52.7326468,36.49676297500001,21.46367,39.04334315,Shaanxi
148,4,广安市,"(""Guang'an"", 'Sichuan')",466.61800000000005,3.204,22.20376,61552.95,740.1600000000002,33443.8,50.4725,33.82,9.0,38.17,Sichuan
149,4,徐州市,"('Xuzhou', 'Jiangsu')",602.0313372781065,3.5110769230769225,121.94619136094676,69755.91611834319,770.920147928994,97041.28106508877,46.54399408284023,47.3783875739645,20.698224852071007,83.81704142011834,Jiangsu
150,4,德州市,"('Dezhou', 'Shandong')",591.2940000000001,10.532,54.43084,53556.848,564.875,51406.6,48.805,41.115,14.0,24.595,Shandong
151,4,梅州市,"('Meizhou', 'Guangdong')",544.278,12.255999999999998,29.373459999999998,59744.66,338.5499999999999,23341.2,35.35,45.4425,12.0,33.995,Guangdong
152,4,汕尾市,"('Shanwei', 'Guangdong')",359.81199999999995,13.654000000000002,22.409160000000004,53533.912000000004,738.015,27203.0,45.2275,39.515,9.0,8.98,Guangdong
153,4,河池市,"('Hechi', 'Guangxi')",427.288,11.502,18.90898,58541.49000000001,126.19,19476.0,32.1475,45.6075,3.0,27.655,Guangxi
154,4,泰州市,"('Taizhou', 'Jiangsu')",568.6922093764224,3.0119289940828398,123.67099531178881,70557.2801274465,763.1216977696859,99449.72576240328,46.769878243058706,47.41018661811562,21.598088302230316,87.94565999089667,Jiangsu
155,4,清远市,"('Qingyuan', 'Guangdong')",428.56199999999995,14.726,32.94404,66144.80600000001,218.34,35923.2,37.605,47.42,9.0,24.83,Guangdong
156,4,渭南市,"('Weinan', 'Shaanxi')",484.02491840600004,4.169871737999999,64.93521986692,57643.818054428,350.48007209499997,52937.9441786,51.638911480000004,37.39193927250001,19.710037,39.164677465,Shaanxi
157,4,滁州市,"('Chuzhou', 'Anhui')",452.132,7.0459999999999985,25.27636,61887.88000000001,332.4249999999999,36402.6,52.0425,32.2825,15.0,18.655,Anhui
158,4,焦作市,"('Jiaozuo', 'Henan')",709.5849221789392,8.220167185353167,74.80513398014166,51029.899464311326,786.3601419262934,48218.24120864187,49.53300074761585,39.652734220864694,10.905719709075242,26.66745407922366,Henan
159,4,益阳市,"('Yiyang', 'Hunan')",481.004,3.4839999999999995,26.736620000000002,55091.825999999994,391.32000000000005,33915.0,40.99500000000001,41.6875,6.0,23.36,Hunan
160,4,眉山市,"('Meishan', 'Sichuan')",348.43199999999996,-1.298,19.9442,55930.115999999995,491.615,37006.0,52.352500000000006,32.317499999999995,6.0,10.0,Sichuan
161,4,莆田市,"('Putian', 'Fujian')",350.092,15.532,52.25386000000001,56807.29,829.35,62850.25,55.935,37.46249999999999,4.0,27.185,Fujian
162,4,衡水市,"('Hengshui', 'Hebei')",847.2538930378001,7.796768612399999,65.639631367068,56686.97304807122,614.2817052045,39575.400386671,46.084668896749996,42.02069266675,15.591663800000001,24.607155944499997,Hebei
163,4,衢州市,"('Quzhou', 'Zhejiang')",257.016,4.584,20.406920000000003,85737.226,289.245,56810.8,46.72,46.445,14.0,57.8,Zhejiang
164,4,许昌市,"('Xuchang', 'Henan')",732.100183657535,8.241644997710043,76.54616291215112,51249.312628598746,778.0604847213796,47476.85715588465,48.87820079745691,40.030083168922346,10.832767689680258,26.407284351171903,Henan
165,4,遵义市,"('Zunyi', 'Guizhou')",796.8375,10.525,42.942975,70065.9925,256.815,37094.0,44.97,39.76666666666667,23.0,189.01,Guizhou
166,4,钦州市,"('Qinzhou', 'Guangxi')",408.22,10.76,20.53954,51570.086,331.47,34018.8,41.265,37.8725,3.0,79.66499999999998,Guangxi
167,4,银川市,"('Yinchuan', 'Ningxia')",188.24599999999998,7.827999999999999,52.67026,72011.938,207.755,75289.6,50.735,45.5425,17.0,219.06,Ningxia
168,4,齐齐哈尔市,"('Qiqihar', 'Heilongjiang')",542.118,-2.56,38.2774,50875.0625,129.77,25142.6,30.18,46.395,17.0,31.7,Heilongjiang
169,5,中山市,"('Zhongshan', 'Guangdong')",164.55599999999995,11.474,81.5153,63842.998,883.02,99695.86,52.7275,45.1725,25.0,102.865,Guangdong
170,5,九江市,"('Jiujiang', 'Jiangxi')",518.538,11.329999999999998,44.01042,57131.85600000001,265.04999999999995,43803.5,52.7725,39.8875,20.0,40.145,Jiangxi
171,5,信阳市,"('Xinyang', 'Henan')",747.1525959013708,8.394954664224047,78.57320443962786,51386.034803838666,762.7808503694716,46947.8162996103,48.197747517287375,40.4499220468505,11.154952202325608,26.763769974583365,Henan
172,5,南充市,"('Nanchong', 'Sichuan')",740.6659999999998,0.468,44.94546,55072.012,601.5150000000001,26422.0,46.63,32.295,3.0,19.04,Sichuan
173,5,呼和浩特市,"('Hohhot', 'Inner Mongolia')",241.296,5.08,41.43216,58970.18200000001,138.74,98429.25,28.21,67.8625,14.0,92.07,Inner Mongolia
174,5,大理白族自治州,"('Dali', 'Yunnan')",608.0079999999999,9.54,67.62280000000001,62658.793333333335,257.24666666666667,36500.6,44.02666666666667,41.67,23.0,30.530000000000005,Yunnan
175,5,宁德市,"('Ningde', 'Fujian')",351.624,10.628,30.189460000000004,61934.212,260.645,55902.75,50.485,32.73,6.0,36.235,Fujian
176,5,宿迁市,"('Suqian', 'Jiangsu')",573.4785331746087,3.230692762858443,124.68531956654179,71235.4967526347,754.2641360596618,100359.26235951121,46.63159964637092,47.55212405027835,21.10563355624803,90.91955691327334,Jiangsu
177,5,无锡市,"('Wuxi', 'Jiangsu')",572.3464203418863,2.722746052309093,130.53767184089116,72403.98004129891,759.6394542180972,104463.18638716593,46.52903038839945,48.121325900299766,21.882989983651726,96.36567667583284,Jiangsu
178,5,曲靖市,"('Qujing', 'Yunnan')",654.47,9.21,47.68362,55494.054,223.915,29689.0,47.55500000000001,33.739999999999995,6.0,20.76,Yunnan
179,5,永州市,"('Yongzhou', 'Hunan')",639.636,5.0200000000000005,32.64028,51380.628,284.355,28499.0,35.69499999999999,44.1325,6.0,23.07,Hunan
180,5,汕头市,"('Shantou', 'Guangdong')",558.012,8.308,57.15583999999999,50964.426,2574.625,37804.8,51.3575,43.6225,10.0,52.385,Guangdong
181,5,江门市,"('Jiangmen', 'Guangdong')",394.76199999999994,5.806,59.75532000000001,60223.59199999999,412.62,54327.2,48.40000000000001,43.945,1.0,57.475,Guangdong
182,5,洛阳市,"('Luoyang', 'Henan')",736.7046356281288,8.452084975172317,79.77164340226972,51217.944057427914,781.8759070607697,47939.724052917656,48.76326401843986,40.62391684997387,11.29861568248065,27.78535463955559,Henan
183,5,淮南市,"('Huainan', 'Anhui')",331.72,10.67,30.65232,67093.674,946.885,30155.2,49.8125,39.1225,6.0,18.415,Anhui
184,5,百色市,"('Baise', 'Guangxi')",416.23800000000006,9.714,21.84894,55310.672,113.95,30739.8,51.705,31.4175,7.0,39.185,Guangxi
185,5,绍兴市,"('Shaoxing', 'Zhejiang')",444.82199999999995,1.91,130.0989,63550.044,535.115,96356.8,50.16,45.6025,35.0,81.10499999999998,Zhejiang
186,5,茂名市,"('Maoming', 'Guangdong')",794.448,15.886,46.540279999999996,57495.046,681.825,43801.6,40.2475,43.80499999999999,2.0,17.89,Guangdong
187,5,黄冈市,"('Huanggang', 'Hubei')",518.1101675190123,7.859702195061727,82.9155533429037,49548.23537902444,559.0655286185186,57252.29288256173,48.34376425864197,39.03921205648149,33.918352716049384,59.031366367283944,Hubei
188,5,龙岩市,"('Longyan', 'Fujian')",313.096,14.464000000000002,31.479000000000006,58727.566000000006,161.60500000000005,73147.0,51.405,37.3175,8.0,58.94,Fujian
189,6,临沂市,"('Linyi', 'Shandong')",1144.048,16.758,90.10544000000002,59356.15800000001,650.6949999999998,39250.4,44.285,46.8375,7.0,31.305,Shandong
190,6,乐山市,"('Leshan', 'Sichuan')",353.49800000000005,0.24250000000000016,26.426680000000005,59557.6,278.92,43147.0,54.3475,34.825,1.0,18.965,Sichuan
191,6,保定市,"('Baoding', 'Hebei')",886.5820823415801,8.05204547364,69.5278385037748,56896.69535287833,624.40187572495,40441.0404253381,46.140885786424995,42.129511933425,16.75083018,25.675371538949992,Hebei
192,6,嘉兴市,"('Jiaxing', 'Zhejiang')",353.116,2.53,79.18498000000001,75022.12,890.345,86528.8,53.16,43.2975,31.0,204.605,Zhejiang
193,6,太原市,"('Taiyuan', 'Shanxi')",360.7156773576784,4.998117501028708,50.871608931746515,57610.185726951655,317.4653725482367,44614.70762446227,44.58017972600051,48.31884060106459,14.483180193910705,66.67158320270201,Shanxi
194,6,宜宾市,"('Yibin', 'Sichuan')",553.876,3.95,36.3128,62293.2,416.805,37717.0,55.59,30.7075,10.0,22.785,Sichuan
195,6,岳阳市,"('Yueyang', 'Hunan')",566.938,6.526000000000002,46.32286000000001,50078.225999999995,379.35,53590.2,48.285,41.13500000000001,28.0,22.275,Hunan
196,6,巴中市,"('Bazhong', 'Sichuan')",376.324,4.444000000000001,31.1275,50750.53400000001,310.38,16570.6,47.07250000000001,36.395,11.0,17.625,Sichuan
197,6,平顶山市,"('Pingdingshan', 'Henan')",737.3029446700041,8.439557306850471,80.23294896242102,51084.05766125644,802.8416341981543,47292.92938977883,48.82464828633586,40.27367797330546,11.651856727979359,27.735044948859294,Henan
198,6,昆明市,"('Kunming', 'Yunnan')",560.214,5.644,131.29994,69032.88,281.925,65668.2,39.7925,55.5675,40.0,57.475,Yunnan
199,6,葫芦岛市,"('Huludao', 'Liaoning')",278.76,-0.7240000000000001,22.35254,50993.956,269.195,28342.8,40.62,44.445,16.0,12.14,Liaoning
200,6,蚌埠市,"('Bengbu', 'Anhui')",378.49,13.39,26.98412,56820.292,627.71,42511.8,47.0675,38.655,12.0,31.695,Anhui
201,6,赤峰市,"('Chifeng', 'Inner Mongolia')",462.08600000000007,2.708,32.838440000000006,61084.15800000001,51.585,41333.25,43.38,40.3275,13.0,39.01,Inner Mongolia
202,6,运城市,"('Yuncheng', 'Shanxi')",359.61541928630936,4.872130556698565,44.84923436860723,56543.63769661295,294.16708060915187,41648.60847162474,45.35381080666723,46.902045112294,13.425755771011893,54.347870225224455,Shanxi
203,6,邯郸市,"('Handan', 'Hebei')",854.9844905757382,8.227850021003999,67.27635635415228,57020.33028816616,632.7830632974449,41561.21346787191,45.9529743650675,42.403463126767505,15.025913198000001,26.439408692844996,Hebei
204,6,镇江市,"('Zhenjiang', 'Jiangsu')",578.9269142143391,2.7644957486405612,131.6401589055751,71684.11742909114,738.4286430041047,101482.37380156331,46.374148110584024,47.977004815707446,20.02783536700955,96.00457488166613,Jiangsu
205,6,香港特别行政区,"('HongKong', 'Hongkong')",,,,,,,,,,,Hongkong
206,6,黄石市,"('Huangshi', 'Hubei')",495.64478427091353,7.8826724145678995,84.1269586771941,50444.85231692689,572.4265814803704,60280.3471708179,49.23189068450616,39.13288326212963,34.51018798765432,62.38250300401235,Hubei
207,7,天津市,"('Tianjin', 'Tianjin')",1043.92,2.53,282.04994,91544.412,857.4549999999998,112238.75,44.68750000000001,54.1375,27.0,161.215,Tianjin
208,7,宿州市,"('Suzhou', 'Anhui')",651.762,8.662,119.43402,50912.612,650.125,24478.6,38.665,41.515,4.0,9.54,Anhui
209,7,德阳市,"('Deyang', 'Sichuan')",389.898,0.15399999999999994,32.0978,67486.01400000001,661.91,51360.6,54.59,33.0,11.0,42.2,Sichuan
210,7,昭通市,"('Zhaotong', 'Yunnan')",608.008,9.540000000000001,67.62280000000001,62658.793333333335,257.24666666666667,36500.6,44.02666666666668,41.67,23.0,30.53,Yunnan
211,7,汉中市,"('Hanzhong', 'Shaanxi')",476.8850102466,4.366858911799999,66.719775853612,58278.3520598708,342.95057930449997,55320.21859645999,52.028552628,37.43038319975001,20.5810407,41.36964521149999,Shaanxi
212,7,盐城市,"('Yancheng', 'Jiangsu')",602.570984538519,2.934226190843681,138.21721266754244,71878.21415440584,740.736615542882,100432.7102478374,46.151967196013565,48.044082109223396,21.260745779856435,95.13838833410199,Jiangsu
213,7,襄阳市,"('Xiangyang', 'Hubei')",518.2678626980048,7.524339656024691,89.4018765449135,50950.20174861957,571.5042396284074,60880.10688789969,48.441329752956776,39.565671588342596,37.36120678641976,63.75175330441357,Hubei
214,7,资阳市,"('Ziyang', 'Sichuan')",412.19599999999997,-1.1900000000000002,21.33788,54976.788,635.21,37771.2,53.28,28.697500000000005,7.0,24.78,Sichuan
215,7,金华市,"('Jinhua', 'Zhejiang')",481.838,5.674,89.3111,73282.60800000001,435.51,66313.4,44.93,51.1225,26.0,62.43000000000001,Zhejiang
216,7,长春市,"('Changchun', 'Jilin')",752.2860000000002,1.5319999999999996,124.52169999999998,68364.798,366.26,79828.0,50.28,44.215,35.0,87.96000000000002,Jilin
217,8,兰州市,"('Lanzhou', 'Gansu')",279.33966490299827,6.108772486772487,34.97472417401529,59974.70007054674,162.75611919459143,36892.35167107584,36.802768959435625,49.729101631393306,11.530423280423282,34.262762345679015,Gansu
218,8,安阳市,"('Anyang', 'Henan')",748.7979409813377,8.36366112730717,81.96017755991575,51163.65603867353,809.0360764780313,47962.401749097415,48.701458172091584,40.290089838192486,11.895313843177982,27.928714612116583,Henan
219,8,宣城市,"('Xuancheng', 'Anhui')",279.75,2.036,17.34176,63027.924000000006,227.335,41921.6,49.075,39.005,14.0,28.385,Anhui
220,8,榆林市,"('Yulin', 'Shaanxi')",486.24731127125995,4.5969448029799995,70.36891743897321,58509.93406585788,363.14113723494995,57353.62045610599,52.7129078908,37.39942151972501,22.23914477,43.42060973264999,Shaanxi
221,8,泸州市,"('Luzhou', 'Sichuan')",508.516,3.7319999999999998,36.00548,58771.20200000001,414.71,34423.2,57.7625,30.15,8.0,25.265,Sichuan
222,8,石家庄市,"('Shijiazhuang', 'Hebei')",835.6189396333118,7.833235023104399,66.87622198956753,57511.70471698277,609.8828696271894,42247.0548146591,45.80802180157424,42.570809439444254,15.428504517800002,27.4478495621295,Hebei
223,8,自贡市,"('Zigong', 'Sichuan')",326.2920000000001,1.0059999999999998,20.88774,63443.52800000001,749.8499999999998,43916.8,55.35,33.565,5.0,15.2,Sichuan
224,8,阜阳市,"('Fuyang', 'Anhui')",1059.41,12.264000000000001,34.32676,52618.8325,1053.175,18038.2,41.2175,37.505,13.0,5.825,Anhui
225,9,亳州市,"('Bozhou', 'Anhui')",644.87,9.914,24.067120000000003,52343.68,744.835,20816.6,39.085,41.1925,10.0,15.09,Anhui
226,9,六安市,"(""Lu'an"", 'Anhui')",640.446,8.638000000000002,97.64706,59189.138,390.92,23034.0,44.6075,37.6425,13.0,9.42,Anhui
227,9,台州市,"('Taizhou', 'Zhejiang')",600.7180000000002,5.166,99.7733,65074.00600000001,634.415,66180.6,44.7475,49.05499999999999,47.0,53.66,Zhejiang
228,9,漳州市,"('Zhangzhou', 'Fujian')",508.496,13.318,56.29076,62784.52800000001,387.97,61388.25,48.215,38.8325,10.0,90.315,Fujian
229,9,玉林市,"('Yulin', 'Guangxi')",718.546,12.628,32.25636,53688.71,553.0,26686.8,41.3425,40.7925,11.0,21.31,Guangxi
230,10,南通市,"('Nantong', 'Jiangsu')",585.2529064260974,2.9007051286008876,142.26766287273801,72861.51062782167,760.0855859692575,103337.5533438249,46.215003134168455,48.441126886855955,22.126956993691547,99.63134128287905,Jiangsu
231,10,咸阳市,"('Xianyang', 'Shaanxi')",496.826842398386,4.587839283277999,73.14392518287053,57790.87727244367,390.8452509584449,53940.30250171659,51.65344867988,38.02786367169751,23.163059247,44.554670705915,Shaanxi
232,10,柳州市,"('Liuzhou', 'Guangxi')",384.504,9.118,59.82272,60628.71799999999,204.32,64793.4,55.9125,37.06,6.0,51.255,Guangxi
233,10,桂林市,"('Guilin', 'Guangxi')",532.2940000000001,8.704,42.2968,59729.502,189.63,39594.4,42.3425,39.5625,25.0,98.25,Guangxi
234,10,淮安市,"(""Huai'an"", 'Jiangsu')",571.3743607665664,3.234759369262494,136.96189693987168,72987.72775303872,762.601400274585,104176.69206258067,46.080195682950645,48.58640587815257,21.136722916283205,102.70413676617744,Jiangsu
235,10,绵阳市,"('Mianyang', 'Sichuan')",542.4559999999999,2.282,51.29696,64552.45,270.095,39613.4,47.42250000000001,37.7375,17.0,34.62,Sichuan
236,11,郑州市,"('Zhengzhou', 'Henan')",757.3064703800935,8.364838535794313,83.68460006391014,51399.02284125177,807.2788149099,48467.40026570391,48.66655538356436,40.27309582740532,11.221668099389849,28.46262891959102,Henan
237,11,长沙市,"('Changsha', 'Hunan')",697.1519999999999,7.011999999999999,125.19118,77074.93000000001,571.855,123075.0,48.925,47.355,16.0,115.96,Hunan
238,12,贵阳市,"('Guiyang', 'Guizhou')",400.338,12.944,105.80434,70087.69399999999,481.73,67747.0,38.3175,57.3875,22.0,134.20499999999998,Guizhou
239,13,东莞市,"('Dongguan', 'Guangdong')",206.082,10.330000000000002,237.41478,58005.102,785.345,83834.2,47.3025,52.36500000000001,13.0,520.345,Guangdong
240,13,扬州市,"('Yangzhou', 'Jiangsu')",572.0223885178408,3.1645100899749936,142.4634767044772,73951.70958019554,778.1522772187839,107520.16837508687,46.34444150471609,48.74862940724123,22.224163140612685,107.2313780558834,Jiangsu
241,13,青岛市,"('Qingdao', 'Shandong')",795.138,6.65,147.29292,76511.364,692.98,111224.8,42.50750000000001,53.77499999999999,43.0,75.89500000000002,Shandong
242,14,哈尔滨市,"('Harbin', 'Heilongjiang')",963.534,-1.15,129.80293999999998,62371.02,183.51,59926.2,30.9225,58.305,80.0,82.49000000000002,Heilongjiang
243,14,宁波市,"('Ningbo', 'Zhejiang')",592.274,2.6260000000000003,160.50172,84580.526,596.36,113590.0,51.51,45.11,90.0,120.84,Zhejiang
244,14,衡阳市,"('Hengyang', 'Hunan')",798.154,4.748,52.46464000000001,50836.325999999994,519.6700000000002,37995.2,41.6225,44.2875,5.0,24.205,Hunan
245,15,常州市,"('Changzhou', 'Jiangsu')",580.5868799422901,3.34085701997307,145.43715645097544,74466.42200944136,784.1874523894596,108244.87363470894,46.092667774309625,49.06160090010594,23.472175689890584,110.3534071371052,Jiangsu
246,16,南昌市,"('Nanchang', 'Jiangxi')",523.616,11.357999999999999,122.32173999999999,66149.62599999999,700.98,80918.75,53.23,42.645,9.0,99.195,Jiangxi
247,16,芜湖市,"('Wuhu', 'Anhui')",386.858,4.524,46.34534000000001,62305.246,638.49,74777.8,57.32,37.9925,9.0,47.555,Anhui
248,18,佛山市,"('Foshan', 'Guangdong')",406.314,10.585999999999999,168.76548,67535.086,1019.76,115564.4,59.6075,38.73,55.0,102.67,Guangdong
249,18,安庆市,"('Anqing', 'Anhui')",566.2,5.4,34.97592,54724.515999999996,403.48,34243.8,50.12000000000001,37.4225,25.0,25.155,Anhui
250,18,福州市,"('Fuzhou', 'Fujian')",687.2520000000002,10.012,159.05486000000005,69450.812,525.7349999999999,82385.5,42.92249999999999,49.57,36.0,120.295,Fujian
251,20,厦门市,"('Xiamen', 'Fujian')",221.91,14.722000000000001,142.28258,71965.698,1267.615,98127.0,42.59,56.7775,5.0,252.605,Fujian
252,20,武汉市,"('Wuhan', 'Hubei')",518.2678626980049,7.524339656024691,89.4018765449135,50950.20174861958,571.5042396284074,60880.10688789969,48.44132975295678,39.56567158834259,37.36120678641976,63.75175330441357,Hubei
253,21,沈阳市,"('Shenyang', 'Liaoning')",735.6419999999999,-0.3260000000000001,133.7951,68421.718,567.9749999999998,77192.6,43.5525,51.8925,49.0,166.695,Liaoning
254,21,济南市,"('Jinan', 'Shandong')",636.066,7.979999999999999,134.28816,76925.51999999999,779.955,92709.442,37.315,58.09500000000001,30.0,187.145,Shandong
255,22,深圳市,"('Shenzhen', 'Guangdong')",442.7906315789474,12.22242105263158,99.71793157894737,62763.827368421036,792.5252631578948,66844.82421052632,45.45092105263158,45.84342105263158,15.555555555555555,136.12421052631578,Guangdong
256,23,南宁市,"('Nanning', 'Guangxi')",749.9860000000001,7.824000000000002,97.82208,69714.45599999999,330.42,51788.2,37.0425,52.02,21.0,106.13,Guangxi
257,24,泉州市,"('Quanzhou', 'Fujian')",733.13,15.254000000000001,148.37888,57463.20400000001,652.845,79018.25,59.525,37.6575,34.0,88.19,Fujian
258,25,成都市,"('Chengdu', 'Sichuan')",1349.75,3.78,513.7295200000002,74807.07400000001,1006.0,80589.0,43.505,52.915000000000006,9.0,170.615,Sichuan
259,25,温州市,"('Wenzhou', 'Zhejiang')",819.382,7.836,108.46456,70619.936,672.8050000000002,55519.2,42.92,54.42000000000001,10.0,136.405,Zhejiang
260,25,苏州市,"('Suzhou', 'Jiangsu')",596.3943322455432,3.4118460215094597,151.281034639512,74112.8070870907,779.4418718040334,107174.44083737885,45.99229606464114,48.990185584729474,24.73926612757447,112.42482307072868,Jiangsu
261,27,大连市,"('Dalian', 'Liaoning')",594.7719999999998,0.8859999999999999,107.72952,75247.886,472.515,105534.8,43.93250000000001,50.02,6.0,265.935,Liaoning
262,30,西安市,"(""Xi'an"", 'Shaanxi')",496.26372663822457,4.6538232116058,75.27699970115758,58626.85159968804,378.1737760542894,54529.812751888254,51.040793547868,39.03790003886726,24.2793651717,46.7101377765065,Shaanxi
263,37,杭州市,"('Hangzhou', 'Zhejiang')",740.67,6.1979999999999995,287.6693,87834.288,433.765,123124.4,37.73,59.57,78.0,267.4,Zhejiang
264,37,重庆市,"('Chongqing', 'Chongqing')",3386.6079999999997,4.4239999999999995,630.3365000000001,68272.86200000001,409.545,56001.5,44.045,48.735,12.0,37.74,Chongqing
265,40,广州市,"('Guangzhou', 'Guangdong')",878.518,11.752,329.9521400000001,90992.826,1140.99,142553.6,30.45,68.36,53.0,245.045,Guangdong
266,42,上海市,"('Shanghai', 'Shanghai')",1449.734,-1.03,670.8189800000001,117481.352,2272.45,113177.5,31.52,68.065,81.0,518.125,Shanghai
267,46,合肥市,"('Hefei', 'Anhui')",732.304,9.739999999999998,154.315,72602.88399999999,625.0799999999998,81371.0,51.18250000000001,44.475,49.0,66.16,Anhui
268,49,南京市,"('Nanjing', 'Jiangsu')",589.946050110585,3.360603407779419,140.0082357656283,73646.28024763614,780.3947080966514,104150.39782486952,45.804780377305846,48.898661398939446,24.873055829695588,102.22211715309244,Jiangsu
269,89,北京市,"('Beijing', 'Beijing')",1355.3200000000004,3.5420000000000003,791.37708,124811.882,816.0350000000002,116225.25,19.735,79.70250000000001,251.0,430.92,Beijing
