,number of cases,Population at Year-end (10000 persons),Natural growth rate (‰),"Number of employees at the end of the year (10,000 Persons)",Number of the registered unemployed at the end of year,Average annual salary per urban employee ( Yuan),"Number of average employees on site (10,000 Persons)",Population density (person / square kilometer),Per Capita GDP(yuan),Secondary industry as percentage to GDP,Service Sector as Percentage to GDP,"Total retail sales of social consumer goods (10,000 Yuan)","Government expenditure on Science (10,000 yuan)","Government expenditure on Education (10,000 yuan)",Number of secondary schools,Number of theaters,Collections of public libraries (100 people),Number of employees joining urban basic medical care system,Persons covered of unemployment insurance,"Population (registered residence population) at the end of the year (10,000)","Number of male population (registered residence population) at the end of the year (10,000)","Number of female population (registered residence population) at the end of the year (10,000)",Province,City
94,2,370.142,14.576000000000002,27.6349,9196.4,56909.45400000001,26.78,233.58,28800.6,43.66749999999999,45.1,5339443.2,52094.8,523904.0,187.0,5.0,21.995,323621.5,289141.6,370.084,189.17,180.976,Guangdong,Heyuan
95,2,169.22,10.706,50.92388,9653.0,63161.30800000001,49.23,719.96,57284.6,19.0025,76.145,6548753.6,16475.0,313380.0,105.4,9.0,77.47,485485.8,464948.4,169.15272,86.7822,82.37878,Hainan,Haikou
96,2,216.76,11.314,22.78546,19665.8,57895.59199999999,22.098000000000003,788.5799999999998,38486.0,58.1675,34.39,2993199.4,13228.4,241263.0,124.2,5.0,40.725,552935.6,255204.8,216.72200000000004,111.192,105.436,Anhui,Huaibei
97,2,832.7919999999999,9.696000000000002,51.87898,21078.2,56681.424000000006,47.88,619.11,35916.0,38.0,43.2225,14358768.8,30416.4,943902.6,309.4,23.0,19.47,1950961.0,402777.6,832.784,443.15199999999993,389.596,Guangdong,Zhanjiang
98,2,653.9359999999998,0.828,102.7241,53438.0,64113.34199999999,100.69200000000001,471.56,98032.8,50.89999999999999,42.2975,28849524.8,223825.6,1194404.2,259.4,26.0,104.115,2311179.8,1101512.6,653.9559999999999,325.992,328.048,Shandong,Yantai
99,2,116.73,10.502,75.29487999999998,11126.6,74702.92599999999,68.696,642.99,138143.8,49.4225,48.51,10067718.8,334424.6,619701.2,72.0,22.0,297.7999999999999,1487284.8,947774.0,116.784,59.08,57.66799999999999,Guangdong,Zhuhai
100,2,539.3399999999998,-3.688,26.11644,20316.0,43393.736,23.924,158.03,23895.4,26.1425,35.41,5650373.6,8841.0,557965.6,256.8,13.0,21.5,512528.25,134700.4,539.3919999999999,275.762,263.71326,Heilongjiang,Suihua
101,2,630.48,16.854000000000006,46.75152,25183.6,54200.02,44.422,686.85,47318.0,50.375,38.21,11606155.8,20488.0,681470.6,205.8,14.0,56.735,816375.2,341868.8,630.3580000000001,324.14,306.1380000000001,Shandong,Liaocheng
102,2,177.972,-1.944,17.065340000000006,14904.2,55993.888,17.028,376.8,46964.2,50.99500000000001,40.66,3315450.4,9480.0,180822.0,78.4,9.0,48.58,647965.8,227839.6,177.958,89.66,88.21799999999999,Liaoning,Liaoyang
103,2,317.954,1.2040000000000002,27.6596,17673.0,57060.128,27.35,49.69,56125.0,45.9175,38.38,5069688.4,14738.6,506107.2,137.6,5.0,31.8,497261.6,182221.4,318.4425,158.57786000000004,154.05213999999998,Inner Mongolia,Tongliao
104,2,374.43,-1.398,23.0843,41381.2,56297.25800000001,17.278,713.235,31100.4,52.6275,32.004999999999995,4664396.4,9769.6,354143.4,162.8,15.0,29.975,888005.4,100515.6,374.45,193.54,180.9,Sichuan,Suining
105,2,824.8739999999999,6.166,37.72166,21673.6,52678.66,32.144,393.655,20793.4,36.37,43.3625,8311438.6,20678.8,767878.8,463.6,9.0,17.755000000000006,705126.4,307064.2,824.0925,380.902,350.06800000000004,Hunan,Shaoyang
106,2,159.064,9.547999999999998,31.53122,21281.6,76795.44,29.738000000000003,18.04,201072.25,55.7325,41.6775,6953844.4,27999.2,586922.0,67.8,15.0,142.92000000000004,433496.8,212849.6,158.32999999999996,115.24799999999999,90.4,Inner Mongolia,Ordos
107,2,297.6760000000001,-5.6160000000000005,22.76504,19568.4,45389.124,22.18,231.825,25725.2,34.4625,40.96250000000001,4252859.0,12605.2,290208.4,122.8,7.0,22.54,536405.4,255568.2,297.53599999999994,150.46,146.32000000000005,Liaoning,Tieling
108,2,132.12,4.31,17.04484,9566.0,62602.91,16.05,615.235,71999.8,62.69,33.2725,2950854.2,75831.6,207048.8,68.0,7.0,98.9,419933.0,176680.6,132.096,77.596,73.792,Anhui,Tongling
109,2,340.9050786597195,5.031355175833253,47.249423234714676,19544.01533371845,57161.70173883085,44.69554099514339,295.7325017640717,45137.765175814435,45.5349955780604,47.728285886862324,7223254.595097103,42405.133226830454,490074.3523706299,213.28598583850322,13.361375957067672,62.673432394188616,768537.947240553,430156.14621039777,340.8804780493037,,,Shanxi,Changzhi
110,2,485.6007058823529,1.6333235294117647,58.520343529411775,30673.75882352941,59817.75764705881,38.779294117647055,519.3082352941177,40148.57647058824,52.17161764705883,33.918676470588224,8576830.952941176,48285.23529411764,572844.3647058824,243.87058823529412,10.117647058823529,36.18176470588235,909413.4117647058,390113.71764705883,463.8462603878116,238.32072022160665,225.52044321329637,Sichuan,Aba
111,2,277.99245679012347,6.377675925925927,32.788121152263386,14889.672299382719,60183.02681172839,29.300470679012346,154.6834792952675,35819.05446219136,38.79211033950617,47.877963927469146,5046388.292926955,28784.060673868313,472539.4409979424,181.34794238683128,10.839120370370372,33.284292052469134,416649.5753858024,233218.04861111112,277.99245679012347,,,Gansu,Longnan
112,2,345.25,-1.926,48.83964,31391.2,47997.685999999994,47.002,375.04,54223.0,43.7175,50.355,9513605.0,20849.6,332286.6,162.2,11.0,74.16499999999998,1057511.2,563252.2,345.20599999999996,173.55999999999997,171.572,Liaoning,Anshan
113,2,333.06199999999995,11.803999999999998,33.15428000000001,34288.0,61344.268,31.531999999999996,178.995,41217.2,37.0475,50.16,6361316.2,46427.8,481955.0,151.4,15.0,46.935,1018039.0,296934.2,333.03599999999994,172.07599999999996,161.03799999999998,Guangdong,Shaoguan
114,2,783.0254366098436,8.057273010392318,75.01496399486771,30327.204028593686,50246.329797863946,68.93814211055142,771.6287534182716,44775.91718924957,48.48635193437586,39.18247936899863,12616227.091688434,67360.84212450152,843781.173264891,363.9337129964334,11.10249121536351,24.13446106381344,874015.1636629947,550879.037395841,780.3366856827435,,,Henan,Zhumadian
115,2,148.078,3.8819999999999997,11.53384,5565.2,61433.988,10.552,151.76,42167.0,39.9575,50.2125,3147817.4,45014.0,172262.8,118.4,14.0,60.065,240581.4,99902.6,148.086,75.85600000000002,72.312,Anhui,Huangshan
116,3,58.876000000000005,11.25,13.17654,3423.2,66731.75,12.448,303.545,64710.4,20.3825,66.375,1973570.6,33978.2,191086.2,46.2,3.0,82.55000000000003,267505.0,203437.4,59.01306,30.067680000000006,28.98312,Hainan,Sanya
117,3,249.34599999999998,4.372,72.02188000000002,33753.2,73310.07800000001,79.084,193.615,75917.0,31.4875,67.4425,12258549.800000003,93956.0,726372.0,153.4,4.0,86.96999999999998,1331813.8,809163.4,251.57348148148148,126.9054074074074,,Xinjiang,Ürümqi
118,3,502.5354250172839,7.763911086419752,81.37040485718519,37063.292867654316,49252.064890022215,79.50720009135803,521.5391169259259,55850.811711419745,48.39637659876543,39.090647324074084,16308049.920470368,208412.38074320988,802577.6102520986,217.58720222222223,31.198502469135803,56.82669669753086,1300902.7543587654,553669.0127387655,499.1545608885075,,,Hubei,Shiyan
119,3,772.2207323838333,8.117357877751806,75.2961189278589,31597.484297166597,50604.12845105488,69.43708491792152,782.1510036461564,45832.45846853288,49.05744206333426,39.190811326931865,12892138.31113433,68797.65826613495,842924.8514825504,364.88929386286236,10.909323963054412,24.58875846806767,889911.4679071944,561661.5732222304,769.6677980615931,,,Henan,Zhoukou
120,3,802.9685838,7.2896804,63.11447582800001,46344.176415,56668.43665520001,57.359874950000005,569.8417694999999,41852.429141,46.24504425,41.51771425,15094009.58596,46597.85165999999,1016655.9154199999,308.6535399999999,15.0298,25.2143095,1121780.04753,543379.72978,804.3784063333334,,,Hebei,Tangshan
121,3,277.99245679012347,6.377675925925927,32.78812115226338,14889.672299382719,60183.02681172841,29.300470679012342,154.6834792952675,35819.05446219136,38.79211033950617,47.877963927469146,5046388.292926954,28784.060673868316,472539.4409979424,181.34794238683125,10.839120370370372,33.284292052469134,416649.5753858024,233218.04861111115,277.99245679012347,,,Gansu,Qingyang
122,3,807.64224218,7.583048440000001,60.9079074108,45338.8940565,56178.99832072,55.521862445,570.8519464499999,37819.392055100005,45.29854867499999,42.110985675,14236040.444555998,43421.73682599999,992744.8469619999,306.47889399999997,14.23278,24.636740449999998,1061499.892283,513049.28275800013,809.2109136333333,,,Hebei,Zhangjiakou
123,3,341.1823096219106,5.095505750925837,47.70276803857186,20170.705926353832,57559.13015425649,45.0668233279371,301.558335293413,45670.51686201603,44.634161753400456,48.37920654095814,7394646.105663449,44783.28136314495,492912.19152292213,213.58442870944802,13.734862174519634,64.0299248824318,778881.3413783922,431987.9624559975,341.17136449922634,,,Shanxi,Shuozhou
124,3,346.444,13.9,19.51406,11421.2,51949.254,17.892000000000003,271.795,36887.2,54.24,33.845,4039527.6,16674.2,450580.0,134.2,6.0,30.97,381705.4,139323.2,346.45403999999996,184.18448,162.35755999999995,Guangxi,Wuzhou
125,3,875.508,12.595999999999998,85.80462,31691.2,57988.70400000001,76.88600000000001,763.4649999999998,52161.2,46.7375,42.31,20519699.0,76950.4,1229517.2,290.6,19.0,21.105,1875839.8,813202.6,875.4959999999999,451.822,423.62,Shandong,Jining
126,3,431.32,4.994,84.07082,31893.2,61657.678,80.306,719.21,96128.4,53.575,43.105,20717392.0,99135.4,901451.8,185.6,8.0,55.56,1669717.8,804661.4,431.338,214.75600000000003,216.67400000000004,Shandong,Zibo
127,3,901.002,7.544,85.97424000000001,39056.8,61677.46,81.238,552.04,59039.8,47.9225,43.21250000000001,24586135.8,167194.0,1631265.2,328.8,38.0,171.735,2080561.6,944842.2,901.034,454.85400000000004,446.246,Shandong,Weifang
128,3,97.17200000000001,-0.8380000000000001,35.06118,9118.4,83081.45,17.0875,668.3499999999998,101738.8,39.1625,50.55,4584061.4,55591.2,295397.0,41.8,9.0,158.455,510594.4,219627.2,97.182,48.013020000000004,49.23271999999999,Zhejiang,Zhoushan
129,3,1010.532,16.384,51.17397999999999,17561.8,50256.172,48.79600000000001,816.655,30488.4,52.16,36.91,15064289.2,27208.8,889966.6,377.6,23.0,13.07,1029356.6,369063.6,1010.562,527.7860000000002,482.684,Shandong,Heze
130,3,199.308,10.526,19.46796,16132.2,55388.2,18.32,517.125,49659.25,54.2925,39.40000000000001,3343349.4,46541.4,300950.8,106.2,11.0,50.16,505740.6,155486.8,196.47104,96.62628000000001,94.64296,Jiangxi,Pingxiang
131,3,232.384,0.19399999999999995,25.0961,17816.2,48522.14,25.432,444.765,55980.8,45.8625,46.215,5044082.6,6392.4,225766.6,100.6,11.0,58.675,825598.8,237782.8,232.43,117.54,114.838,Liaoning,Yingkou
132,3,968.166,13.992,56.36502,32176.4,55578.10400000001,53.26000000000001,243.02,25761.5,43.5075,42.1,7834650.8,135450.4,1405372.6,467.4,26.0,35.23000000000001,949138.6,363262.2,923.42972,438.28534,420.84222,Jiangxi,Ganzhou
133,3,678.58,3.922,41.06416,17468.8,50767.418,37.641999999999996,413.29,26473.4,44.57749999999999,34.7125,7553714.4,15800.8,718028.6,385.2,13.0,20.375,528426.6,149907.4,678.4800000000001,356.08,322.32,Sichuan,Dazhou
134,3,597.0013846153846,3.8559999999999994,116.61156769230769,27651.29230769231,69281.40953846154,105.27661538461538,765.4519230769231,93806.40384615384,46.386923076923075,47.06153846153846,21987606.076923076,287742.04615384614,1209370.2153846154,207.2769230769231,20.076923076923077,81.30653846153847,2081498.8307692308,1221274.923076923,596.9990769230768,,294.92396769230766,Jiangsu,Lianyungang
135,3,841.6542663980001,8.152153283999999,63.45789215188002,46143.94346215,56315.60695279201,57.7942486895,615.2106410949999,38373.29126061,45.985153542499994,41.8785842425,14977422.569011599,45785.75050859999,1022842.7316581998,320.72678339999993,15.356058,24.057414494999996,1088925.7565113,525357.2310338002,843.2116716633333,,,Hebei,Xingtai
136,3,530.2139999999998,4.1819999999999995,36.02994,35349.8,54325.598,32.394,268.445,45197.6,52.12750000000001,38.475,8946444.6,52307.4,685560.4,287.6,6.0,25.345,720630.8,295810.2,529.0174999999998,245.618,226.688,Hunan,Chenzhou
137,3,476.30276190476195,12.043333333333335,41.9099838095238,19639.358730158732,69297.40847619048,36.818666666666665,326.2426190476191,40686.1619047619,39.30952380952381,46.48757936507936,4910938.342857144,65683.79047619048,806260.4476190476,283.6,11.476190476190476,71.60571428571428,558234.1047619048,272786.50476190477,452.73208,236.07412244897958,216.66130612244896,Guizhou,Tongren
138,3,188.09400000000002,-3.736,17.3449,18624.6,49514.562000000005,16.18,183.49,26954.8,34.4125,43.78,2817289.6,3238.0,215487.8,94.6,3.0,25.165,624811.2,197361.2,188.134,93.42,94.712,Liaoning,Fuxin
139,3,228.54,4.032,23.7012,21355.25,67635.628,22.51,563.385,68826.0,56.9975,37.5675,4764224.4,93227.0,321443.2,104.6,4.0,50.3,593409.2,256911.2,228.632,117.884,110.928,Anhui,"""Ma'anshan"""
140,3,481.65658503401363,12.717809523809525,44.95876149659863,20071.12426303855,68395.41997278911,39.69190476190476,338.3587074829932,42572.042176870746,40.81017006802722,46.325447845804995,5352316.677551021,69814.36054421769,808168.02585034,287.7142857142857,12.544217687074829,79.12010204081632,605612.3768707485,297128.34829931974,452.73208,236.07412244897958,216.661306122449,Guizhou,Qiandongnan
141,3,481.65658503401363,12.717809523809525,44.95876149659863,20071.12426303855,68395.41997278911,39.69190476190476,338.35870748299317,42572.042176870746,40.81017006802722,46.32544784580499,5352316.67755102,69814.36054421769,808168.02585034,287.7142857142857,12.544217687074829,79.12010204081632,605612.3768707484,297128.34829931974,450.2723644444444,236.56591383219953,216.10478458049886,Guizhou,Qiannan
142,4,780.3,11.47,43.52288,29175.6,54197.45,39.122,339.41,26851.25,48.0625,39.005,7096149.0,58842.8,988103.0,413.4,20.0,23.815,750064.2,298740.8,737.7815,347.13983999999994,327.8361000000001,Jiangxi,Shangrao
143,4,319.812,7.431999999999999,24.79508,18741.2,60015.575999999994,21.372,121.615,54936.25,43.1725,36.335,5605738.8,24899.8,463777.6,163.8,8.0,64.835,454552.4,319454.4,319.778,165.072,154.762,Fujian,Nanping
144,4,740.2721145427554,8.068781736268594,75.77160685638282,31551.32991697771,50853.60674779187,69.72422391244963,765.1560705559001,47143.20463310175,49.185938200889865,39.64053208206065,13022087.478543285,71337.67548387728,833050.5215813871,350.89524678705317,11.03661222725804,25.851675699272178,899894.8324343407,573566.384770379,737.674817932366,,,Henan,Nanyang
145,4,274.69599999999997,-2.568,51.34332000000001,40367.4,74261.65400000001,49.988,129.83499999999998,110327.4,62.6075,31.0075,11097332.2,7517.6,410146.6,145.8,21.0,92.48,588916.25,180396.4,276.156,138.358,138.95966,Heilongjiang,Daqing
146,4,450.92,7.504,29.434360000000005,23391.8,50108.032,27.256,550.2049999999998,35281.0,49.36749999999999,37.21,4832524.8,13352.4,440051.4,283.8,4.0,21.005,505794.2,330736.0,449.9,202.97799999999998,186.378,Hunan,Loudi
147,4,474.77428946,4.125701579999999,62.7409616972,30256.172638,57278.086049480014,57.55824834,337.88415645,52864.476526,52.7326468,36.49676297500001,9857562.1886735,71038.33433000001,727345.182616,256.794592,21.46367,39.04334315,924227.6842840001,459441.78190400003,474.77428946,,,Shaanxi,Baoji
148,4,466.61800000000005,3.204,22.20376,10859.0,61552.95,14.652,740.1600000000002,33443.8,50.4725,33.82,4548701.2,7725.8,514445.6,273.8,9.0,38.17,339054.4,111135.0,466.57800000000003,244.14,222.5,Sichuan,"""Guang'an"""
149,4,602.0313372781065,3.5110769230769225,121.94619136094676,28810.514792899412,69755.91611834319,110.12020118343194,770.920147928994,97041.28106508877,46.54399408284023,47.3783875739645,22961569.49822485,302209.2958579882,1245079.4627218936,209.71360946745563,20.698224852071007,83.81704142011834,2176374.725443787,1284644.024852071,602.023621301775,,298.05981136094675,Jiangsu,Xuzhou
150,4,591.2940000000001,10.532,54.43084,18867.6,53556.848,52.148,564.875,51406.6,48.805,41.115,13663594.0,73139.8,640311.4,189.8,14.0,24.595,1718121.0,370285.8,591.3320000000001,299.878,291.448,Shandong,Dezhou
151,4,544.278,12.255999999999998,29.373459999999998,13808.4,59744.66,28.038,338.5499999999999,23341.2,35.35,45.4425,6158714.8,47096.8,706730.4,229.2,12.0,33.995,1250438.0,280391.6,544.3580000000001,279.994,264.454,Guangdong,Meizhou
152,4,359.81199999999995,13.654000000000002,22.409160000000004,12862.4,53533.912000000004,21.43,738.015,27203.0,45.2275,39.515,5289620.0,35186.2,408062.2,167.6,9.0,8.98,849818.8,200305.8,361.276,188.14,173.108,Guangdong,Shanwei
153,4,427.288,11.502,18.90898,9669.6,58541.49000000001,16.482,126.19,19476.0,32.1475,45.6075,2733115.8,14181.4,561703.8,192.2,3.0,27.655,334676.0,124600.6,427.25158,222.42574,204.73384,Guangxi,Hechi
154,4,568.6922093764224,3.0119289940828398,123.67099531178881,28627.354392353212,70557.2801274465,111.77298588984978,763.1216977696859,99449.72576240328,46.769878243058706,47.41018661811562,22711542.90578061,309388.5032316796,1218700.6213928084,199.98388711879838,21.598088302230316,87.94565999089667,2201650.088939463,1315343.5652253071,568.6874383249885,,282.57692915794263,Jiangsu,Taizhou
155,4,428.56199999999995,14.726,32.94404,13859.2,66144.80600000001,31.565999999999995,218.34,35923.2,37.605,47.42,6282547.2,39949.6,622373.8,178.2,9.0,24.83,1280526.0,378647.2,428.52,222.324,206.21,Guangdong,Qingyuan
156,4,484.02491840600004,4.169871737999999,64.93521986692,31256.7299018,57643.818054428,59.615673173999994,350.48007209499997,52937.9441786,51.638911480000004,37.39193927250001,10116491.332540851,74038.987763,741630.6208776,262.0340512,19.710037,39.164677465,952728.6527124001,474631.6800944001,484.02491840600004,,,Shaanxi,Weinan
157,4,452.132,7.0459999999999985,25.27636,14702.8,61887.88000000001,24.874,332.4249999999999,36402.6,52.0425,32.2825,5184000.8,80221.0,559308.6,270.8,15.0,18.655,560316.0,226283.6,452.132,234.76,217.39,Anhui,Chuzhou
158,4,709.5849221789392,8.220167185353167,74.80513398014166,31372.36524477622,51029.899464311326,68.79623883994627,786.3601419262934,48218.24120864187,49.53300074761585,39.652734220864694,12734508.283779506,71004.16051613577,813608.2763534797,340.1815965728567,10.905719709075242,26.66745407922366,893447.03459663,569814.1570884044,707.438139127857,,,Henan,Jiaozuo
159,4,481.004,3.4839999999999995,26.736620000000002,16155.8,55091.825999999994,22.55,391.32000000000005,33915.0,40.99500000000001,41.6875,6191204.8,25272.8,490233.4,224.0,6.0,23.36,495546.4,216118.6,481.755,226.324,214.476,Hunan,Yiyang
160,4,348.43199999999996,-1.298,19.9442,14541.2,55930.115999999995,24.458,491.615,37006.0,52.352500000000006,32.317499999999995,4311321.8,8761.0,358934.6,193.8,6.0,10.0,374528.0,132620.6,348.33200000000005,177.38000000000005,170.96,Sichuan,Meishan
161,4,350.092,15.532,52.25386000000001,7898.0,56807.29,47.06399999999999,829.35,62850.25,55.935,37.46249999999999,6277679.0,30200.2,537239.2,145.0,4.0,27.185,395557.2,269810.4,350.144,178.84799999999998,171.21,Fujian,Putian
162,4,847.2538930378001,7.796768612399999,65.639631367068,48722.857808365,56686.97304807122,59.72867355845001,614.2817052045,39575.400386671,46.084668896749996,42.02069266675,15502033.685912758,48137.66555945999,1044608.6448240199,324.9994617399999,15.591663800000001,24.607155944499997,1112643.11216243,542518.1541371802,849.4898388296667,,,Hebei,Hengshui
163,4,257.016,4.584,20.406920000000003,12698.4,85737.226,16.607999999999997,289.245,56810.8,46.72,46.445,6118857.2,80727.0,434406.6,95.8,14.0,57.8,993027.2,276007.6,256.954,131.39491999999998,125.6485,Zhejiang,Quzhou
164,4,732.100183657535,8.241644997710043,76.54616291215112,31615.402927761304,51249.312628598746,70.39985476260935,778.0604847213796,47476.85715588465,48.87820079745691,40.030083168922346,13122872.262698138,73276.02455054481,842302.4414437116,348.5937030110471,10.832767689680258,26.407284351171903,912036.4102364053,584068.3942276314,729.8293484030474,,,Henan,Xuchang
165,4,796.8375,10.525,42.942975,22946.33333333333,70065.9925,38.1,256.815,37094.0,44.97,39.76666666666667,6771125.75,53145.75,1115681.0,442.25,23.0,189.01,660400.25,318908.5,800.04952,417.042,382.982,Guizhou,Zunyi
166,4,408.22,10.76,20.53954,9267.5,51570.086,18.965999999999998,331.47,34018.8,41.265,37.8725,3730920.6,16276.8,450803.4,123.6,3.0,79.66499999999998,293927.6,90113.8,408.2786,222.9181,185.3865,Guangxi,Qinzhou
167,4,188.24599999999998,7.827999999999999,52.67026,29172.0,72011.938,34.906,207.755,75289.6,50.735,45.5425,4978671.8,60156.8,325692.4,78.4,17.0,219.06,880110.8,468432.0,188.24599999999998,110.18936000000001,109.01274,Ningxia,Yinchuan
168,4,542.118,-2.56,38.2774,114191.0,50875.0625,34.468,129.77,25142.6,30.18,46.395,7307791.6,12036.6,602670.8,244.6,17.0,31.7,1168887.8,287548.2,541.994,273.94599999999997,268.15052000000003,Heilongjiang,Qiqihar
169,5,164.55599999999995,11.474,81.5153,10168.2,63842.998,80.304,883.02,99695.86,52.7275,45.1725,12150101.6,284913.2,677500.4,102.4,25.0,102.865,2016197.4,1460786.8,164.63400000000001,81.304,83.37,Guangdong,Zhongshan
170,5,518.538,11.329999999999998,44.01042,16100.2,57131.85600000001,40.538000000000004,265.04999999999995,43803.5,52.7725,39.8875,6483532.8,70042.4,855116.8,281.6,20.0,40.145,827609.6,347696.2,505.34045999999995,246.66099999999997,238.34764000000004,Jiangxi,Jiujiang
171,5,747.1525959013708,8.394954664224047,78.57320443962786,31671.98978961206,51386.034803838666,72.14824508011664,762.7808503694716,46947.8162996103,48.197747517287375,40.4499220468505,13479673.360211348,75321.11952058114,861008.0042066257,356.08661654511695,11.154952202325608,26.763769974583365,936960.6909188324,604471.6205094735,744.7751382965839,,,Henan,Xinyang
172,5,740.6659999999998,0.468,44.94546,31100.2,55072.012,40.728,601.5150000000001,26422.0,46.63,32.295,7913816.2,15855.4,744528.6,497.0,3.0,19.04,794755.8,180078.0,740.7459999999999,386.82000000000005,353.98,Sichuan,Nanchong
173,5,241.296,5.08,41.43216,39979.4,58970.18200000001,41.9,138.74,98429.25,28.21,67.8625,14426239.8,34856.2,490604.2,108.0,14.0,92.07,732720.6,491499.4,240.12,157.11838,151.28361999999996,Inner Mongolia,Hohhot
174,5,608.0079999999999,9.54,67.62280000000001,31644.06666666667,62658.793333333335,58.36483333333334,257.24666666666667,36500.6,44.02666666666667,41.67,10180335.466666669,61837.46666666666,972797.8000000002,259.0,23.0,30.530000000000005,984350.8666666669,452032.8000000001,488.3927738095238,253.16554591269846,235.22443468253965,Yunnan,Dali
175,5,351.624,10.628,30.189460000000004,11016.6,61934.212,26.322000000000006,260.645,55902.75,50.485,32.73,5138028.0,27698.4,513881.2,176.4,6.0,36.235,571989.0,212068.0,351.58,184.516,166.942,Fujian,Ningde
176,5,573.4785331746087,3.230692762858443,124.68531956654179,29583.47396099577,71235.4967526347,112.79936941983823,754.2641360596618,100359.26235951121,46.63159964637092,47.55212405027835,23603096.560071427,324122.111172578,1257796.9307307168,201.12110920485978,21.10563355624803,90.91955691327334,2263905.2342424984,1366211.6702426386,573.4673951192184,,285.2030006316305,Jiangsu,Suqian
177,5,572.3464203418863,2.722746052309093,130.53767184089116,30969.987342610824,72403.98004129891,118.02224399059502,759.6394542180972,104463.18638716593,46.52903038839945,48.121325900299766,24878383.033923075,341926.4428012379,1296659.8638638486,202.34580991292594,21.882989983651726,96.36567667583284,2384537.267645768,1446513.2910305336,572.3304255130045,,285.37107760329445,Jiangsu,Wuxi
178,5,654.47,9.21,47.68362,29186.8,55494.054,41.6125,223.915,29689.0,47.55500000000001,33.739999999999995,5572335.4,22438.6,987767.2,247.2,6.0,20.76,442861.4,263820.4,608.3480000000001,318.86196,289.47806,Yunnan,Qujing
179,5,639.636,5.0200000000000005,32.64028,23506.6,51380.628,29.896000000000004,284.355,28499.0,35.69499999999999,44.1325,5827110.2,31422.4,700509.6,324.0,6.0,23.07,676503.0,293078.4,638.295,283.72799999999995,260.54799999999994,Hunan,Yongzhou
180,5,558.012,8.308,57.15583999999999,17064.6,50964.426,54.211999999999996,2574.625,37804.8,51.3575,43.6225,14986729.2,40500.6,737403.6,298.8,10.0,52.385,1346325.8,771636.0,558.184,280.29200000000003,277.95,Guangdong,Shantou
181,5,394.76199999999994,5.806,59.75532000000001,55262.2,60223.59199999999,56.48,412.62,54327.2,48.40000000000001,43.945,11608270.8,93810.4,677403.8,188.0,1.0,57.475,1351166.5,787902.8,394.81800000000004,198.71200000000002,196.09,Guangdong,Jiangmen
182,5,736.7046356281288,8.452084975172317,79.77164340226972,33259.055775586196,51217.944057427914,73.11279475212443,781.8759070607697,47939.724052917656,48.76326401843986,40.62391684997387,13750409.664225439,78917.19415528655,855402.751153734,354.5057243147914,11.29861568248065,27.78535463955559,950555.8836467545,621459.515210105,734.3041475163561,,,Henan,Luoyang
183,5,331.72,10.67,30.65232,24728.2,67093.674,28.785999999999998,946.885,30155.2,49.8125,39.1225,5004952.4,30482.4,341506.4,165.2,6.0,18.415,677800.2,304246.0,331.564,188.222,170.792,Anhui,Huainan
184,5,416.23800000000006,9.714,21.84894,7121.2,55310.672,21.428,113.95,30739.8,51.705,31.4175,2487417.6,27737.6,633962.8,172.0,7.0,39.185,375918.25,126124.8,416.14356000000004,216.66464,199.52092,Guangxi,Baise
185,5,444.82199999999995,1.91,130.0989,38494.6,63550.044,121.098,535.115,96356.8,50.16,45.6025,17753623.4,239884.0,976823.8,185.0,35.0,81.10499999999998,2438286.8,1237492.2,444.96,222.06394,222.8099,Zhejiang,Shaoxing
186,5,794.448,15.886,46.540279999999996,22789.33333333333,57495.046,43.21,681.825,43801.6,40.2475,43.80499999999999,13293047.4,16155.0,1011427.4,261.6,2.0,17.89,1603049.2,269604.2,794.324,425.11,369.18,Guangdong,Maoming
187,5,518.1101675190123,7.859702195061727,82.9155533429037,37454.10215441976,49548.23537902444,81.35412010049383,559.0655286185186,57252.29288256173,48.34376425864197,39.03921205648149,17209619.45251741,225371.4188175309,835864.3512773084,222.04592244444444,33.918352716049384,59.031366367283944,1371835.4897946422,582254.3140126419,514.3925169773582,,,Hubei,Huanggang
188,5,313.096,14.464000000000002,31.479000000000006,16493.0,58727.566000000006,28.496,161.60500000000005,73147.0,51.405,37.3175,7298365.2,67208.4,553762.0,169.2,8.0,58.94,510953.2,363103.6,313.0300000000001,162.23799999999997,150.638,Fujian,Longyan
189,6,1144.048,16.758,90.10544000000002,24811.0,59356.15800000001,82.88199999999998,650.6949999999998,39250.4,44.285,46.8375,23001310.8,51248.2,1332191.6,336.6,7.0,31.305,1312147.4,605701.6,1143.986,592.6479999999998,551.3100000000002,Shandong,Linyi
190,6,353.49800000000005,0.24250000000000016,26.426680000000005,24070.0,59557.6,24.424,278.92,43147.0,54.3475,34.825,6072343.0,15795.8,389372.8,206.4,1.0,18.965,673898.6,213461.2,353.37800000000004,180.06,173.26,Sichuan,Leshan
191,6,886.5820823415801,8.05204547364,69.5278385037748,51258.5635892015,56896.69535287833,63.27254091429501,624.40187572495,40441.0404253381,46.140885786424995,42.129511933425,16376329.174504032,50747.772115405984,1099781.7493064217,340.1994079139999,16.75083018,25.675371538949992,1182657.7433786732,578150.0495508981,889.1101560459667,,,Hebei,Baoding
